SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Temperature (ºC),Turbidity (NTU)
138,Akola,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akola,-,-,-,-,-,-,20.73666667,77.00722222,25-05-2014 00:00,"",
139,Akola,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akola,-,-,-,-,-,-,20.73666667,77.00722222,25-05-2016 00:00,"",
140,Akola,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akola,-,-,-,-,-,-,20.73666667,77.00722222,25-05-2017 00:00,"",
141,Akola,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akola,-,-,-,-,-,-,20.73666667,77.00722222,25-05-2018 00:00,"",
142,A.konduru,CGWB,28,Andhra Pradesh,510,KRISHNA,GAMPALAGUDEM,GAMPALAGUDEM,A.konduru,-,-,-,-,-,-,17.00000000,80.52777778,25-05-2000 00:00,"",
143,A Konduru-New,CGWB,28,Andhra Pradesh,510,KRISHNA,A.KONDURU,A.KONDURU,A Konduru-New,-,-,-,-,-,-,16.96250000,80.65138889,25-05-2013 00:00,"",
144,A Konduru-New,CGWB,28,Andhra Pradesh,510,KRISHNA,A.KONDURU,A.KONDURU,A Konduru-New,-,-,-,-,-,-,16.96250000,80.65138889,25-05-2014 00:00,"",
145,A Konduru-New,CGWB,28,Andhra Pradesh,510,KRISHNA,A.KONDURU,A.KONDURU,A Konduru-New,-,-,-,-,-,-,16.96250000,80.65138889,25-05-2016 00:00,"",
146,A Konduru-New,CGWB,28,Andhra Pradesh,510,KRISHNA,A.KONDURU,A.KONDURU,A Konduru-New,-,-,-,-,-,-,16.96250000,80.65138889,25-05-2017 00:00,"",
147,A Konduru-New,CGWB,28,Andhra Pradesh,510,KRISHNA,A.KONDURU,A.KONDURU,A Konduru-New,-,-,-,-,-,-,16.96250000,80.65138889,25-05-2018 00:00,"",
148,Akot,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akot,-,-,-,-,-,-,21.11666667,77.05000000,25-05-2003 00:00,"",
149,Akot,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akot,-,-,-,-,-,-,21.11666667,77.05000000,25-05-2004 00:00,"",
150,Akot1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akot,-,-,-,-,-,-,21.11666667,77.05000000,25-05-2014 00:00,"",
151,Akot1,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Akot,-,-,-,-,-,-,21.11666667,77.05000000,25-05-2015 00:00,"",
152,Akula Alluru DW13,CGWB,28,Andhra Pradesh,517,PRAKASAM,KOTHAPATNAM,KOTHAPATNAM,Akula Alluru,-,-,-,-,-,-,15.44833333,80.11944444,25-05-2014 00:00,"",
153,Akunuru,CGWB,28,Andhra Pradesh,510,KRISHNA,VUYYURU,VUYYURU,Akunuru,-,-,-,-,-,-,16.42305556,80.89250000,25-05-2013 00:00,"",
154,Akunuru,CGWB,28,Andhra Pradesh,510,KRISHNA,VUYYURU,VUYYURU,Akunuru,-,-,-,-,-,-,16.42305556,80.89250000,25-05-2014 00:00,"",
155,Akunuru,CGWB,28,Andhra Pradesh,510,KRISHNA,VUYYURU,VUYYURU,Akunuru,-,-,-,-,-,-,16.42305556,80.89250000,25-05-2016 00:00,"",
156,Akunuru,CGWB,28,Andhra Pradesh,510,KRISHNA,VUYYURU,VUYYURU,Akunuru,-,-,-,-,-,-,16.42305556,80.89250000,25-05-2017 00:00,"",
157,Akunuru,CGWB,28,Andhra Pradesh,510,KRISHNA,VUYYURU,VUYYURU,Akunuru,-,-,-,-,-,-,16.42305556,80.89250000,25-05-2018 00:00,"",
158,Aladahalli-Pz,CGWB,28,Andhra Pradesh,502,ANANTAPUR,AMARAPURAM,AMARAPURAM,Aladahalli-Pz,-,-,-,-,-,-,14.04694444,77.04444444,25-05-2018 00:00,"",
159,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2002 00:00,"",
160,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2004 00:00,"",
161,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2005 00:00,"",
162,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2007 00:00,"",
163,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2008 00:00,"",
164,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2009 00:00,"",
165,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2010 00:00,"",
166,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2011 00:00,"",
167,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2012 00:00,"",
168,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2013 00:00,"",
169,Alamanda,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99166667,83.25000000,25-05-2016 00:00,"",
170,Alamanda DW13,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99472222,83.24277778,25-05-2014 00:00,"",
171,Alamanda DW13,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99472222,83.24277778,25-05-2015 00:00,"",
172,Alamanda DW13,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99472222,83.24277778,25-05-2017 00:00,"",
173,Alamanda DW13,CGWB,28,Andhra Pradesh,521,VIZIANAGARAM,JAMI,JAMI,Alamanda,-,-,-,-,-,-,17.99472222,83.24277778,25-05-2018 00:00,"",
174,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2000 00:00,"",
175,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2000 00:00,"",
176,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2001 00:00,"",
177,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2001 00:00,"",
178,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2002 00:00,"",
179,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2002 00:00,"",
180,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2003 00:00,"",
181,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2004 00:00,"",
182,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2004 00:00,"",
183,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2005 00:00,"",
184,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2005 00:00,"",
185,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2006 00:00,"",
186,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2006 00:00,"",
187,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2007 00:00,"",
188,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2007 00:00,"",
189,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2008 00:00,"",
190,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2008 00:00,"",
191,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2009 00:00,"",
192,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2010 00:00,"",
193,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2010 00:00,"",
194,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2011 00:00,"",
195,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2011 00:00,"",
196,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2012 00:00,"",
197,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2012 00:00,"",
198,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2013 00:00,"",
199,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2013 00:00,"",
200,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2014 00:00,"",
201,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2014 00:00,"",
202,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2015 00:00,"",
203,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2015 00:00,"",
204,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2016 00:00,"",
205,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2016 00:00,"",
206,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2017 00:00,"",
207,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2017 00:00,"",
208,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,25-05-2018 00:00,"",
209,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,KADIRI,KADIRI,Alampur,-,-,-,-,-,-,14.19166667,78.16388889,25-05-2018 00:00,"",
210,Alampur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alampur,-,-,-,-,-,-,26.02944444,78.79722222,31-05-2022 11:00,28.1,""
211,Alamuru-DW13,CGWB,28,Andhra Pradesh,511,KURNOOL,PANYAM,PANYAM,Alamuru,-,-,-,-,-,-,15.45833333,78.32472222,25-05-2013 00:00,"",
212,Alamuru-DW13,CGWB,28,Andhra Pradesh,511,KURNOOL,PANYAM,PANYAM,Alamuru,-,-,-,-,-,-,15.45833333,78.32472222,25-05-2014 00:00,"",
213,Alamuru-DW13,CGWB,28,Andhra Pradesh,511,KURNOOL,PANYAM,PANYAM,Alamuru,-,-,-,-,-,-,15.45833333,78.32472222,25-05-2015 00:00,"",
214,Alamuru-DW13,CGWB,28,Andhra Pradesh,511,KURNOOL,PANYAM,PANYAM,Alamuru,-,-,-,-,-,-,15.45833333,78.32472222,25-05-2018 00:00,"",
215,Alavalapadu 2012Pz,CGWB,28,Andhra Pradesh,517,PRAKASAM,KANIGIRI,KANIGIRI,Alavalapadu,-,-,-,-,-,-,15.34583333,79.62333333,25-05-2018 00:00,"",
216,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2000 00:00,"",
217,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2002 00:00,"",
218,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2003 00:00,"",
219,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2004 00:00,"",
220,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2005 00:00,"",
221,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2006 00:00,"",
222,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2007 00:00,"",
223,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2008 00:00,"",
224,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2009 00:00,"",
225,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2010 00:00,"",
226,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2011 00:00,"",
227,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2012 00:00,"",
228,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2013 00:00,"",
229,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2014 00:00,"",
230,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2015 00:00,"",
231,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2016 00:00,"",
232,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2017 00:00,"",
233,Aldu,CGWB,28,Andhra Pradesh,519,SRIKAKULAM,SARAVAKOTA,SARAVAKOTA,Aldu,-,-,-,-,-,-,18.56666667,84.05833333,25-05-2018 00:00,"",
234,Alegaon,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alegaon,-,-,-,-,-,-,20.40972222,76.85333333,25-05-2014 00:00,"",
235,Alegaon,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alegaon,-,-,-,-,-,-,20.40972222,76.85333333,25-05-2015 00:00,"",
236,Alegaon,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alegaon,-,-,-,-,-,-,20.40972222,76.85333333,25-05-2016 00:00,"",
237,Alegaon,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alegaon,-,-,-,-,-,-,20.40972222,76.85333333,25-05-2017 00:00,"",
238,Alegaon,CGWB,28,Andhra Pradesh,502,ANANTAPUR,SETTUR,-,Alegaon,-,-,-,-,-,-,20.40972222,76.85333333,25-05-2018 00:00,"",
239,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2000 00:00,"",
240,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2002 00:00,"",
241,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2005 00:00,"",
242,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2006 00:00,"",
243,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2007 00:00,"",
244,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2008 00:00,"",
245,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2009 00:00,"",
246,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2010 00:00,"",
247,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2011 00:00,"",
248,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2013 00:00,"",
249,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2014 00:00,"",
250,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2015 00:00,"",
251,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2016 00:00,"",
252,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2017 00:00,"",
253,Alludupally,CGWB,28,Andhra Pradesh,504,CUDDAPAH,CHAPAD,CHAPAD,Alludupally,-,-,-,-,-,-,14.71666667,78.70000000,25-05-2018 00:00,"",
254,Allur-DW13,CGWB,28,Andhra Pradesh,515,NELLORE,ALLUR,ALLUR,Allur,-,-,-,-,-,-,14.67833333,80.05194444,25-05-2013 00:00,"",
255,Allur-DW13,CGWB,28,Andhra Pradesh,515,NELLORE,ALLUR,ALLUR,Allur,-,-,-,-,-,-,14.67833333,80.05194444,25-05-2014 00:00,"",
256,Allur-DW13,CGWB,28,Andhra Pradesh,515,NELLORE,ALLUR,ALLUR,Allur,-,-,-,-,-,-,14.67833333,80.05194444,25-05-2015 00:00,"",
257,Allur-DW13,CGWB,28,Andhra Pradesh,515,NELLORE,ALLUR,ALLUR,Allur,-,-,-,-,-,-,14.67833333,80.05194444,25-05-2017 00:00,"",
258,Allur-DW13,CGWB,28,Andhra Pradesh,515,NELLORE,ALLUR,ALLUR,Allur,-,-,-,-,-,-,14.67833333,80.05194444,25-05-2018 00:00,"",
259,Aluru,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40000000,77.22500000,25-05-2007 00:00,"",
260,Aluru,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40000000,77.22500000,25-05-2016 00:00,"",
261,Aluru1,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40083333,77.22444444,25-05-2007 00:00,"",
262,Aluru1,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40083333,77.22444444,25-05-2010 00:00,"",
263,Aluru1,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40083333,77.22444444,25-05-2015 00:00,"",
264,Aluru1,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40083333,77.22444444,25-05-2017 00:00,"",
265,Aluru1,CGWB,28,Andhra Pradesh,511,KURNOOL,ALUR,ALUR,Aluru,-,-,-,-,-,-,15.40083333,77.22444444,25-05-2018 00:00,"",
266,Amadagur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,AMADAGUR,AMADAGUR,Amadagur,-,-,-,-,-,-,13.89305556,78.01666667,25-05-2000 00:00,"",
267,Amadagur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,AMADAGUR,AMADAGUR,Amadagur,-,-,-,-,-,-,13.89305556,78.01666667,25-05-2001 00:00,"",
268,Amadagur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,AMADAGUR,AMADAGUR,Amadagur,-,-,-,-,-,-,13.89305556,78.01666667,25-05-2002 00:00,"",
269,Amadagur,CGWB,28,Andhra Pradesh,502,ANANTAPUR,AMADAGUR,AMADAGUR,Amadagur,-,-,-,-,-,-,13.89305556,78.01666667,25-05-2003 00:00,"",
270,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2000 00:00,"",
271,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2002 00:00,"",
272,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2004 00:00,"",
273,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2005 00:00,"",
274,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2006 00:00,"",
275,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2007 00:00,"",
276,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2008 00:00,"",
277,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2009 00:00,"",
278,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2010 00:00,"",
279,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2011 00:00,"",
280,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2012 00:00,"",
281,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2013 00:00,"",
282,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2014 00:00,"",
283,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2016 00:00,"",
284,Amalapuram,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.58305556,82.02833333,25-05-2017 00:00,"",
285,Amalapuram-PZ,CGWB,28,Andhra Pradesh,505,EAST GODAVARI,AMALAPURAM,AMALAPURAM,Amalapuram,-,-,-,-,-,-,16.57555556,82.00388889,25-05-2017 00:00,"",
286,Amalladinne,CGWB,28,Andhra Pradesh,502,ANANTAPUR,PEDDAPAPPURU,PEDDAPAPPURU,Amalladinne,-,-,-,-,-,-,14.88194444,77.89944444,25-05-2000 00:00,"",
